,Frame,Target_x,Target_y,H_x,H_y,H_o,F1_x,F1_y,F1_o,F2_x,F2_y,F2_o,F3_x,F3_y,F3_o,T_x,T_y,T_o
1351,1352,663,575,512,426,-38,454,351,-56,399,269,-45,346,197,-50,265,160,-21
1352,1353,663,575,514,427,-36,455,353,-56,401,271,-47,346,197,-49,266,160,-23
1353,1354,663,575,514,427,-37,455,353,-55,401,271,-49,346,197,-48,267,161,-21
1354,1355,663,575,515,428,-36,456,354,-56,402,272,-48,346,197,-49,268,161,-23
1355,1356,663,575,517,429,-35,457,355,-56,403,273,-48,346,197,-47,270,162,-22
1356,1357,663,575,517,429,-35,457,355,-55,403,273,-49,346,197,-47,270,162,-23
1357,1358,663,575,518,430,-35,458,357,-54,404,273,-49,346,197,-48,270,162,-23
1358,1359,663,575,519,431,-34,459,357,-55,405,275,-50,346,197,-46,271,162,-22
1359,1360,663,575,520,431,-35,459,358,-54,406,276,-51,346,197,-46,271,162,-22
1360,1361,663,575,521,432,-35,460,360,-53,406,277,-50,346,197,-45,271,163,-21
1361,1362,663,575,522,432,-36,461,360,-54,407,278,-51,347,197,-45,271,163,-20
1362,1363,663,575,523,433,-36,461,361,-54,408,278,-52,347,198,-45,271,162,-22
1363,1364,663,575,524,433,-36,462,362,-53,408,279,-51,348,199,-45,271,163,-19
1364,1365,663,575,524,434,-37,463,362,-54,409,280,-54,349,199,-45,271,163,-18
1365,1366,663,575,525,435,-38,464,363,-55,410,280,-53,350,200,-46,271,162,-19
1366,1367,663,575,526,436,-36,464,363,-54,410,281,-54,351,200,-46,271,163,-18
1367,1368,663,575,527,436,-39,465,365,-54,411,282,-54,352,202,-47,271,162,-16
1368,1369,663,575,528,437,-39,466,365,-54,412,283,-53,353,203,-47,271,162,-16
1369,1370,663,575,529,437,-39,466,366,-54,412,284,-54,354,203,-46,272,163,-15
1370,1371,663,575,530,438,-39,468,367,-54,413,285,-54,355,203,-48,271,163,-14
1371,1372,663,575,531,439,-39,468,368,-53,414,285,-55,355,205,-48,271,163,-12
1372,1373,663,575,531,439,-39,469,368,-54,414,286,-54,356,205,-50,272,163,-14
1373,1374,663,575,532,440,-39,470,370,-53,415,287,-54,357,206,-50,272,163,-13
1374,1375,663,575,533,441,-37,471,370,-53,416,288,-54,358,207,-50,274,163,-12
1375,1376,663,575,533,441,-38,471,371,-54,416,289,-54,358,207,-50,274,164,-10
1376,1377,663,575,535,442,-36,473,372,-51,417,290,-54,359,209,-51,276,164,-9
1377,1378,663,575,536,443,-37,473,373,-53,418,291,-55,360,209,-52,277,165,-10
1378,1379,663,575,536,443,-37,474,373,-52,418,291,-54,360,210,-51,277,165,-10
1379,1380,663,575,537,443,-36,474,374,-51,419,292,-54,361,210,-52,278,165,-11
1380,1381,663,575,539,444,-36,476,375,-50,420,293,-55,362,212,-52,280,165,-12
1381,1382,663,575,539,445,-35,477,375,-51,421,294,-53,364,213,-51,281,165,-12
1382,1383,663,575,540,445,-36,477,376,-52,421,295,-55,363,214,-52,281,166,-13
1383,1384,663,575,541,446,-36,478,377,-50,422,296,-54,365,215,-53,283,166,-15
1384,1385,663,575,541,447,-38,479,377,-51,422,297,-54,365,216,-52,283,166,-16
1385,1386,663,575,542,448,-38,479,378,-50,423,298,-54,366,216,-53,285,167,-17
1386,1387,663,575,544,449,-37,480,379,-50,424,298,-54,367,218,-53,286,168,-18
1387,1388,663,575,544,449,-39,481,380,-51,425,300,-53,367,218,-52,287,167,-22
1388,1389,663,575,545,449,-38,481,380,-50,425,300,-55,368,219,-53,287,167,-24
1389,1390,663,575,546,450,-39,483,381,-51,426,301,-55,369,220,-53,289,169,-23
1390,1391,663,575,546,451,-39,484,382,-51,427,302,-53,370,221,-53,290,169,-24
1391,1392,663,575,547,451,-40,484,383,-50,427,302,-53,370,221,-53,290,169,-24
1392,1393,663,575,549,452,-41,485,384,-50,428,304,-54,371,223,-52,293,171,-25
1393,1394,663,575,549,453,-39,486,384,-51,429,305,-53,372,223,-53,294,171,-26
1394,1395,663,575,550,453,-40,487,385,-50,429,305,-54,373,224,-54,294,171,-27
1395,1396,663,575,551,454,-39,488,386,-51,430,307,-52,374,225,-54,296,172,-26
1396,1397,663,575,552,455,-38,488,386,-50,431,307,-55,374,226,-53,296,172,-27
1397,1398,663,575,552,456,-38,489,388,-50,431,308,-54,375,227,-53,297,173,-28
1398,1399,663,575,553,456,-36,489,388,-50,432,309,-53,375,227,-53,298,173,-27
1399,1400,663,575,555,457,-36,491,389,-51,433,310,-53,377,228,-53,299,175,-29
1400,1401,663,575,555,457,-36,491,389,-50,433,310,-54,377,230,-52,300,175,-30
1401,1402,663,575,556,458,-36,492,390,-50,434,311,-53,377,230,-52,301,175,-30
1402,1403,663,575,557,459,-35,493,391,-50,435,313,-52,379,231,-53,303,176,-30
1403,1404,663,575,558,459,-35,494,392,-50,436,313,-53,379,232,-52,303,177,-30
1404,1405,663,575,559,460,-35,494,392,-50,436,314,-52,380,233,-52,303,177,-32
1405,1406,663,575,560,460,-36,495,393,-50,437,315,-51,381,234,-51,305,178,-32
1406,1407,663,575,561,461,-36,496,394,-50,438,316,-51,381,234,-52,306,179,-34
1407,1408,663,575,562,462,-38,497,395,-50,439,317,-52,383,236,-53,307,180,-33
1408,1409,663,575,562,463,-38,498,396,-49,439,318,-51,383,236,-53,308,180,-33
1409,1410,663,575,563,463,-39,498,396,-49,440,318,-52,384,237,-53,308,181,-33
1410,1411,663,575,564,463,-39,499,396,-50,440,319,-51,385,237,-54,309,181,-35
1411,1412,663,575,565,464,-40,500,398,-49,442,320,-52,386,239,-54,311,182,-35
1412,1413,663,575,566,465,-41,501,399,-49,442,321,-51,386,239,-54,311,183,-33
1413,1414,663,575,566,465,-41,501,399,-49,443,322,-51,387,240,-53,312,183,-34
1414,1415,663,575,568,467,-42,503,400,-50,444,323,-51,388,241,-52,313,184,-35
1415,1416,663,575,568,467,-44,503,400,-49,444,323,-50,388,242,-53,314,185,-34
1416,1417,663,575,569,468,-44,504,401,-49,445,324,-51,389,243,-53,315,186,-34
1417,1418,663,575,571,469,-45,505,402,-49,445,325,-49,390,244,-53,316,186,-34
1418,1419,663,575,571,469,-44,506,403,-50,446,326,-51,391,245,-54,317,187,-34
1419,1420,663,575,572,471,-42,507,403,-50,447,326,-50,391,245,-53,317,187,-35
1420,1421,663,575,573,471,-41,508,404,-50,448,328,-51,392,247,-53,319,189,-32
1421,1422,663,575,573,471,-41,508,405,-49,448,328,-50,393,247,-54,319,188,-34
1422,1423,663,575,574,472,-41,510,406,-50,449,329,-50,393,248,-53,320,190,-33
1423,1424,663,575,575,473,-40,511,407,-50,450,330,-50,394,250,-53,321,190,-33
1424,1425,663,575,576,473,-40,511,407,-50,451,331,-50,395,250,-53,322,191,-32
1425,1426,663,575,576,474,-40,512,408,-50,451,331,-50,396,251,-54,323,191,-33
1426,1427,663,575,577,474,-40,513,409,-50,451,332,-50,396,251,-54,323,192,-32
1427,1428,663,575,578,475,-40,514,410,-50,453,333,-50,397,252,-54,325,193,-32
1428,1429,663,575,579,476,-39,514,410,-50,453,333,-50,398,253,-54,326,193,-33
1429,1430,663,575,579,477,-39,515,411,-50,454,334,-50,398,254,-54,326,194,-33
1430,1431,663,575,581,478,-37,516,412,-50,455,336,-50,399,255,-55,328,195,-34
1431,1432,663,575,581,478,-39,517,413,-50,455,336,-49,400,256,-54,329,195,-33
1432,1433,663,575,582,479,-36,517,413,-49,456,337,-50,400,257,-52,329,196,-34
1433,1434,663,575,584,480,-37,518,414,-49,457,338,-49,401,258,-53,331,198,-32
1434,1435,663,575,584,480,-35,519,415,-49,458,338,-49,402,259,-54,331,198,-34
1435,1436,663,575,586,481,-37,520,416,-48,459,339,-49,403,260,-54,333,199,-35
1436,1437,663,575,586,481,-35,521,417,-48,459,340,-49,403,260,-52,333,199,-35
1437,1438,663,575,586,482,-34,521,417,-48,460,341,-49,404,261,-53,334,200,-35
1438,1439,663,575,588,483,-34,523,418,-48,461,342,-49,405,262,-53,335,200,-35
1439,1440,663,575,589,483,-34,523,418,-49,462,343,-48,406,263,-54,336,201,-35
1440,1441,663,575,590,484,-33,524,419,-48,462,343,-49,406,264,-53,337,202,-35
1441,1442,663,575,591,484,-35,526,420,-46,463,345,-49,407,265,-53,338,202,-36
1442,1443,663,575,592,485,-35,526,421,-47,464,345,-48,408,266,-54,339,203,-36
1443,1444,663,575,593,486,-37,527,421,-48,465,346,-48,409,266,-53,339,204,-38
1444,1445,663,575,594,486,-39,528,422,-46,466,347,-49,410,268,-54,340,205,-37
1445,1446,663,575,595,487,-38,529,423,-47,466,347,-49,410,268,-54,341,206,-38
1446,1447,663,575,595,487,-40,529,423,-47,467,348,-49,411,269,-54,342,206,-39
1447,1448,663,575,597,489,-42,531,425,-47,468,349,-49,412,271,-53,344,207,-38
1448,1449,663,575,598,489,-43,531,425,-47,468,350,-49,412,271,-54,344,208,-38
1449,1450,663,575,598,490,-44,532,426,-47,469,350,-49,413,272,-53,345,208,-39
1450,1451,663,575,599,490,-45,533,426,-46,470,351,-49,414,273,-53,346,210,-38
1451,1452,663,575,600,491,-45,534,427,-47,471,352,-48,415,274,-53,347,210,-36
1452,1453,663,575,601,491,-45,534,428,-46,472,353,-48,415,274,-53,347,210,-38
1453,1454,663,575,602,493,-45,536,429,-47,473,354,-48,416,276,-53,348,212,-39
1454,1455,663,575,602,493,-45,536,429,-48,473,355,-49,417,276,-53,349,212,-40
1455,1456,663,575,603,494,-44,537,430,-47,474,355,-48,417,277,-53,350,213,-39
1456,1457,663,575,604,495,-43,538,431,-48,475,357,-49,418,278,-54,351,214,-40
1457,1458,663,575,605,496,-44,539,431,-46,476,357,-48,419,279,-53,352,214,-40
1458,1459,663,575,606,497,-42,540,433,-46,477,359,-47,420,280,-54,353,215,-42
1459,1460,663,575,607,498,-42,541,433,-47,477,359,-47,420,281,-53,354,216,-39
1460,1461,663,575,607,498,-40,541,433,-45,478,360,-47,421,281,-54,354,216,-42
1461,1462,663,575,608,499,-41,542,435,-45,479,361,-48,422,283,-53,356,218,-40
1462,1463,663,575,609,499,-40,544,435,-47,480,362,-47,423,283,-53,356,218,-42
1463,1464,663,575,609,499,-40,544,435,-45,481,362,-48,423,284,-54,357,219,-42
1464,1465,663,575,611,501,-38,545,437,-46,482,364,-47,424,285,-53,358,220,-41
1465,1466,663,575,612,502,-37,546,437,-46,482,364,-48,425,286,-54,359,221,-40
1466,1467,663,575,612,503,-36,547,437,-46,483,365,-47,425,287,-53,359,222,-39
1467,1468,663,575,614,503,-35,548,439,-45,484,366,-46,426,288,-53,361,223,-39
1468,1469,663,575,614,503,-35,549,439,-46,484,366,-46,427,289,-53,361,224,-39
1469,1470,663,575,615,504,-34,549,440,-46,485,367,-46,428,290,-54,362,224,-39
1470,1471,663,575,616,504,-33,550,440,-46,486,368,-47,428,290,-54,363,225,-39
1471,1472,663,575,618,506,-32,551,441,-46,487,369,-46,429,291,-53,364,226,-39
1472,1473,663,575,618,506,-31,552,442,-46,487,369,-45,430,292,-54,364,227,-38
1473,1474,663,575,620,507,-32,553,443,-46,489,370,-46,431,293,-54,366,227,-38
1474,1475,663,575,620,507,-34,554,444,-47,489,371,-45,431,294,-53,367,228,-36
1475,1476,663,575,621,507,-35,555,444,-46,490,371,-46,432,295,-53,367,229,-35
1476,1477,663,575,622,509,-36,556,445,-47,491,373,-46,433,296,-53,369,230,-36
1477,1478,663,575,623,509,-37,557,446,-47,492,373,-45,434,297,-54,369,230,-39
1478,1479,663,575,624,509,-39,557,447,-48,492,374,-45,434,297,-54,369,230,-37
1479,1480,663,575,625,511,-40,558,448,-48,493,375,-45,435,298,-55,371,231,-38
1480,1481,663,575,626,511,-42,559,448,-48,493,375,-45,436,299,-55,371,232,-36
1481,1482,663,575,627,511,-43,560,449,-47,494,376,-44,436,300,-54,373,233,-36
1482,1483,663,575,627,512,-44,560,449,-47,495,376,-45,437,300,-54,373,233,-36
1483,1484,663,575,628,513,-46,561,450,-47,496,378,-44,438,302,-53,374,234,-38
1484,1485,663,575,629,514,-46,562,451,-48,496,378,-44,439,302,-55,375,235,-38
1485,1486,663,575,630,514,-45,563,452,-48,498,379,-44,440,304,-54,376,236,-39
1486,1487,663,575,631,516,-42,564,453,-48,498,379,-45,440,304,-54,377,237,-39
1487,1488,663,575,631,516,-42,565,453,-47,499,380,-45,441,305,-54,377,237,-41
1488,1489,663,575,633,518,-40,566,454,-48,500,381,-45,442,306,-54,379,238,-40
1489,1490,663,575,633,518,-40,567,454,-48,501,382,-45,442,307,-53,379,239,-42
1490,1491,663,575,634,518,-40,568,455,-46,501,382,-45,443,308,-53,379,240,-40
1491,1492,663,575,635,518,-39,568,456,-46,502,383,-45,444,309,-54,380,240,-42
1492,1493,663,575,636,520,-37,570,457,-47,503,384,-45,444,310,-52,382,241,-43
1493,1494,663,575,637,521,-37,570,457,-46,504,385,-45,445,310,-53,382,242,-42
1494,1495,663,575,638,521,-35,572,459,-47,505,386,-45,446,310,-54,383,243,-42
1495,1496,663,575,639,522,-35,572,459,-47,506,386,-45,447,312,-52,384,244,-42
1496,1497,663,575,639,522,-35,573,459,-46,507,387,-45,447,313,-52,385,245,-43
1497,1498,663,575,640,523,-37,574,460,-47,507,388,-44,448,313,-53,385,245,-42
1498,1499,663,575,641,523,-40,575,461,-46,508,389,-44,449,314,-53,386,247,-43
1499,1500,663,575,642,525,-40,576,462,-47,509,389,-45,449,315,-53,387,248,-43
1500,1501,663,575,643,525,-45,577,462,-48,510,391,-45,451,317,-52,388,249,-43
1501,1502,663,575,644,526,-45,578,463,-46,511,391,-45,451,317,-53,389,249,-45
1502,1503,663,575,645,526,-48,578,463,-46,511,391,-45,451,318,-52,389,250,-43
1503,1504,663,575,646,527,-48,579,464,-46,512,392,-45,452,318,-52,390,250,-43
1504,1505,762,607,646,528,-49,580,465,-46,513,393,-45,453,320,-53,391,251,-42
1505,1506,762,607,647,528,-49,581,466,-47,514,394,-45,454,320,-53,392,251,-43
1506,1507,762,607,648,529,-48,582,467,-47,514,394,-45,454,321,-53,392,253,-41
1507,1508,762,607,648,530,-45,583,467,-45,515,395,-45,455,322,-52,393,254,-41
1508,1509,762,607,649,531,-43,583,468,-45,516,396,-44,456,323,-52,394,254,-42
1509,1510,762,607,650,532,-42,584,468,-45,517,396,-45,457,324,-52,395,255,-40
1510,1511,762,607,651,533,-40,585,469,-46,518,398,-44,458,325,-52,396,256,-42
1511,1512,762,607,652,533,-39,586,470,-46,518,398,-44,458,326,-52,396,256,-42
1512,1513,762,607,652,533,-38,586,470,-46,519,399,-44,459,326,-53,397,257,-42
1513,1514,762,607,653,534,-39,587,471,-45,520,400,-44,459,327,-52,398,258,-40
1514,1515,762,607,654,536,-36,588,471,-45,521,401,-44,460,328,-52,399,259,-41
1515,1516,762,607,655,536,-36,589,472,-46,522,401,-43,461,329,-52,400,260,-39
1516,1517,762,607,656,537,-36,590,472,-45,523,402,-43,461,329,-52,400,260,-41
1517,1518,762,607,657,537,-37,591,474,-45,524,402,-44,463,330,-52,401,261,-41
1518,1519,762,607,657,538,-36,592,474,-45,525,403,-44,463,330,-54,402,262,-39
1519,1520,762,607,658,538,-36,592,474,-45,525,404,-44,464,332,-52,403,263,-41
1520,1521,762,607,659,539,-35,594,475,-45,526,405,-44,465,332,-54,404,264,-41
1521,1522,762,607,661,540,-34,595,477,-45,527,406,-44,466,335,-52,405,265,-42
1522,1523,762,607,662,540,-34,596,477,-47,528,407,-45,467,335,-52,406,266,-42
1523,1524,762,607,662,541,-34,596,478,-45,529,407,-45,467,336,-52,406,266,-42
1524,1525,762,607,664,542,-33,598,479,-45,530,408,-45,468,337,-51,407,267,-43
1525,1526,762,607,665,542,-33,598,479,-45,531,408,-45,469,337,-52,408,269,-43
1526,1527,762,607,666,544,-32,600,481,-46,531,410,-44,470,339,-52,409,270,-43
1527,1528,762,607,667,544,-32,600,481,-46,532,410,-43,471,339,-52,410,270,-45
1528,1529,762,607,668,544,-34,602,482,-45,534,412,-43,472,341,-51,411,271,-46
1529,1530,762,607,669,546,-32,602,482,-45,534,412,-42,473,341,-51,411,272,-46
1530,1531,762,607,671,546,-33,604,484,-46,535,413,-44,474,343,-50,413,273,-46
1531,1532,762,607,671,547,-32,604,485,-45,536,414,-42,474,343,-51,413,274,-45
1532,1533,762,607,673,547,-33,606,485,-45,537,415,-44,475,345,-50,415,275,-46
1533,1534,762,607,673,548,-32,606,486,-45,538,416,-42,476,345,-50,415,276,-46
1534,1535,762,607,674,548,-33,607,486,-46,539,416,-43,477,346,-49,416,276,-46
1535,1536,762,607,676,549,-33,608,488,-45,540,417,-43,478,347,-50,416,277,-46
1536,1537,762,607,676,549,-33,609,488,-46,541,418,-43,478,348,-49,417,278,-45
1537,1538,762,607,678,550,-33,611,488,-45,542,419,-42,479,349,-49,418,279,-46
1538,1539,762,607,679,551,-32,611,490,-45,542,419,-44,480,350,-49,418,280,-46
1539,1540,762,607,680,552,-32,612,491,-44,543,420,-44,481,351,-49,420,282,-46
1540,1541,762,607,681,552,-33,613,491,-45,544,420,-45,482,351,-49,421,282,-45
1541,1542,762,607,682,553,-33,615,492,-46,546,422,-44,483,353,-49,422,284,-45
1542,1543,762,607,683,553,-33,615,493,-45,546,422,-44,483,353,-49,422,284,-46
1543,1544,762,607,684,555,-32,616,493,-45,547,424,-44,485,354,-49,423,286,-45
1544,1545,762,607,685,555,-32,617,493,-45,547,424,-44,485,355,-48,424,286,-45
1545,1546,762,607,687,556,-32,619,495,-46,549,425,-44,487,356,-49,425,288,-45
1546,1547,762,607,687,556,-33,619,496,-45,550,425,-45,487,357,-49,426,288,-45
1547,1548,762,607,688,557,-32,620,496,-45,550,426,-45,488,358,-49,426,289,-45
1548,1549,762,607,690,557,-33,621,497,-45,551,427,-44,489,359,-49,427,290,-45
1549,1550,762,607,690,558,-33,622,498,-45,552,428,-42,490,360,-48,428,291,-44
1550,1551,762,607,692,559,-33,623,499,-44,553,429,-44,491,361,-48,429,292,-44
1551,1552,762,607,692,559,-33,624,499,-45,554,430,-42,491,361,-49,430,293,-44
1552,1553,762,607,694,560,-33,625,501,-45,555,431,-43,492,363,-48,431,294,-43
1553,1554,762,607,694,560,-33,626,501,-45,556,431,-43,493,363,-48,432,295,-42
1554,1555,762,607,696,561,-33,628,502,-46,557,433,-41,494,364,-48,433,296,-45
1555,1556,762,607,697,562,-32,628,503,-45,558,433,-43,495,364,-49,433,297,-43
1556,1557,762,607,698,562,-33,629,503,-46,558,434,-41,496,365,-48,434,297,-44
1557,1558,762,607,699,564,-30,630,504,-45,560,435,-42,497,366,-48,435,298,-42
1558,1559,762,607,700,564,-32,631,505,-45,561,435,-43,497,367,-48,436,299,-43
1559,1560,762,607,700,564,-32,632,505,-46,561,436,-42,498,367,-48,436,299,-42
1560,1561,762,607,702,565,-32,633,506,-45,562,437,-42,499,368,-48,437,301,-43
1561,1562,762,607,702,565,-31,634,506,-44,563,437,-43,500,369,-48,438,302,-43
1562,1563,762,607,703,566,-31,635,507,-46,563,438,-42,500,369,-48,438,302,-43
1563,1564,762,607,704,566,-32,635,507,-45,564,439,-41,501,370,-48,439,302,-42
1564,1565,762,607,705,567,-31,635,508,-45,565,440,-41,502,372,-48,441,304,-40
1565,1566,762,607,706,567,-31,635,508,-45,566,440,-42,503,372,-48,441,304,-42
1566,1567,762,607,707,568,-30,635,508,-45,567,442,-41,504,373,-48,443,306,-40
1567,1568,762,607,708,568,-30,635,508,-45,568,442,-42,505,374,-47,443,306,-42
1568,1569,762,607,709,568,-31,636,508,-45,568,442,-42,506,374,-49,443,307,-40
1569,1570,762,607,710,569,-30,637,509,-45,570,444,-42,506,376,-46,445,308,-40
1570,1571,762,607,711,570,-29,638,509,-45,570,444,-42,507,376,-48,445,308,-41
1571,1572,762,607,711,570,-30,639,510,-43,571,444,-44,508,377,-47,446,309,-41
1572,1573,762,607,713,571,-30,640,511,-45,572,446,-42,508,378,-47,447,310,-39
1573,1574,762,607,714,572,-28,641,512,-45,573,446,-42,509,378,-47,448,311,-39
1574,1575,762,607,715,572,-28,642,512,-44,574,446,-43,510,379,-47,448,311,-37
1575,1576,762,607,716,573,-28,643,513,-44,575,448,-42,512,380,-48,449,312,-37
1576,1577,762,607,717,573,-27,644,514,-43,576,448,-43,512,381,-47,450,313,-37
1577,1578,762,607,718,574,-28,644,514,-42,576,448,-43,512,381,-48,451,313,-38
1578,1579,762,607,719,574,-27,646,515,-43,578,450,-42,514,383,-47,453,315,-35
1579,1580,762,607,720,574,-27,647,516,-43,578,450,-42,514,383,-47,453,315,-35
1580,1581,762,607,721,575,-26,647,516,-43,579,451,-42,515,383,-48,454,316,-35
1581,1582,762,607,722,576,-25,649,517,-43,580,452,-42,516,385,-47,455,317,-35
1582,1583,820,482,723,576,-25,649,518,-42,581,452,-43,517,385,-49,456,317,-36
1583,1584,820,482,723,576,-25,650,518,-43,581,453,-41,517,386,-47,456,318,-35
1584,1585,820,482,725,577,-23,651,519,-42,583,454,-42,518,387,-47,457,319,-37
1585,1586,820,482,726,577,-23,652,520,-42,584,455,-42,519,388,-47,458,320,-38
1586,1587,820,482,727,577,-22,653,521,-42,584,455,-41,520,388,-48,459,320,-41
1587,1588,820,482,728,579,-21,654,521,-42,586,456,-42,521,389,-47,460,321,-42
1588,1589,820,482,729,578,-20,654,522,-41,586,457,-40,522,390,-47,460,322,-41
1589,1590,820,482,730,579,-18,655,523,-41,587,457,-41,523,391,-47,461,322,-42
1590,1591,820,482,730,579,-16,656,523,-41,588,458,-41,523,391,-47,462,323,-42
1591,1592,820,482,732,580,-10,657,524,-41,589,459,-41,524,392,-47,463,324,-46
1592,1593,820,482,732,580,-6,658,524,-42,589,459,-40,525,393,-47,464,325,-45
1593,1594,820,482,734,580,-2,659,525,-41,590,460,-40,526,393,-48,464,325,-46
1594,1595,820,482,734,580,2,660,526,-41,591,461,-39,527,395,-47,466,327,-45
1595,1596,820,482,735,580,5,661,526,-40,592,461,-40,527,395,-47,466,328,-44
1596,1597,820,482,736,580,9,662,527,-41,593,462,-38,528,396,-47,466,328,-44
1597,1598,820,482,737,580,16,663,527,-40,594,462,-40,530,397,-47,468,330,-43
1598,1599,820,482,738,580,19,664,528,-41,595,463,-39,530,397,-47,469,331,-42
1599,1600,820,482,739,580,23,664,528,-40,596,464,-38,530,398,-46,469,331,-44
1600,1601,820,482,739,580,25,665,529,-40,596,464,-39,531,398,-48,470,332,-42
1601,1602,820,482,741,579,32,666,530,-40,597,465,-39,532,400,-46,471,333,-43
1602,1603,820,482,741,579,33,667,530,-40,598,465,-40,533,400,-47,472,334,-42
1603,1604,820,482,742,578,35,668,531,-41,599,466,-40,533,401,-46,472,334,-42
1604,1605,820,482,743,578,40,670,531,-40,600,467,-40,535,403,-45,474,335,-41
1605,1606,820,482,744,577,42,670,532,-40,601,468,-38,536,403,-47,474,336,-42
1606,1607,820,482,745,577,42,671,533,-40,601,468,-40,536,404,-45,474,336,-42
1607,1608,820,482,746,576,45,672,533,-40,603,469,-40,537,405,-46,475,337,-42
1608,1609,820,482,747,575,48,673,534,-40,604,470,-41,538,405,-45,476,338,-42
1609,1610,820,482,747,575,47,674,534,-39,604,470,-40,539,406,-45,476,338,-41
1610,1611,820,482,748,573,49,673,534,-39,606,471,-40,540,407,-45,478,340,-41
1611,1612,820,482,748,573,49,674,534,-38,606,472,-40,541,408,-45,478,340,-41
1612,1613,820,482,749,572,50,674,534,-38,607,472,-40,541,408,-46,479,341,-41
1613,1614,820,482,749,575,53,674,534,-38,607,473,-40,541,409,-45,480,342,-39
1614,1615,820,482,749,575,53,674,535,-37,609,474,-41,543,410,-46,481,343,-39
1615,1616,820,482,751,570,48,674,535,-36,609,475,-40,543,410,-45,482,344,-39
1616,1617,820,482,752,569,50,674,534,-38,610,475,-40,544,411,-45,482,344,-39
1617,1618,820,482,753,572,51,674,534,-35,611,476,-40,545,411,-46,484,345,-39
1618,1619,820,482,753,572,53,673,534,-35,612,476,-40,546,412,-44,484,346,-39
1619,1620,820,482,754,567,47,673,534,-35,613,477,-41,547,413,-45,485,346,-42
1620,1621,820,482,754,566,47,674,534,-34,613,477,-40,547,414,-44,485,347,-39
1621,1622,820,482,755,564,47,674,535,-32,613,477,-39,549,415,-45,485,347,-39
1622,1623,820,482,756,564,48,674,535,-32,613,477,-39,549,415,-45,485,347,-38
1623,1624,820,482,757,563,48,674,535,-32,613,477,-38,549,416,-45,485,347,-38
1624,1625,820,482,757,562,45,674,534,-31,614,477,-39,551,417,-45,485,347,-37
1625,1626,820,482,758,561,47,673,534,-31,614,477,-38,552,418,-45,486,348,-38
1626,1627,820,482,758,561,47,674,534,-31,614,477,-38,552,418,-45,487,348,-36
1627,1628,820,482,759,560,45,674,535,-29,614,477,-38,553,419,-45,488,349,-35
1628,1629,820,482,759,559,45,673,535,-28,614,477,-38,554,420,-44,489,350,-35
1629,1630,820,482,760,558,45,673,535,-28,613,477,-35,554,420,-45,490,350,-35
1630,1631,820,482,761,557,45,673,535,-28,613,478,-34,555,420,-44,491,351,-36
1631,1632,820,482,762,556,45,673,534,-27,613,478,-33,555,420,-44,491,351,-37
1632,1633,820,482,762,555,44,673,535,-26,614,478,-32,555,420,-44,492,352,-38
1633,1634,820,482,764,555,45,673,535,-26,614,478,-30,555,420,-42,493,354,-35
1634,1635,820,482,765,554,44,673,535,-25,614,478,-30,555,419,-44,494,354,-39
1635,1636,820,482,765,553,43,674,535,-25,613,479,-28,555,420,-41,495,355,-39
1636,1637,820,482,766,552,43,674,535,-25,613,478,-27,555,420,-43,495,356,-38
1637,1638,820,482,767,551,43,675,535,-23,613,478,-26,555,420,-41,497,356,-39
1638,1639,820,482,767,551,41,676,536,-22,614,478,-26,554,420,-40,497,357,-41
1639,1640,820,482,768,550,40,677,536,-19,614,478,-26,555,420,-39,498,358,-41
1640,1641,820,482,769,549,40,678,536,-19,614,478,-23,555,420,-39,499,358,-40
1641,1642,820,482,770,548,40,679,536,-19,614,479,-22,555,419,-39,499,358,-42
1642,1643,820,482,771,547,39,680,537,-17,614,478,-20,554,420,-37,499,358,-42
1643,1644,820,482,772,547,39,681,537,-17,614,478,-19,554,420,-37,498,358,-41
1644,1645,820,482,772,546,38,682,537,-16,614,479,-18,554,421,-36,499,359,-39
1645,1646,820,482,773,546,37,683,537,-16,614,479,-17,554,420,-35,499,359,-39
1646,1647,820,482,775,545,37,685,538,-14,614,479,-16,555,420,-34,499,359,-39
1647,1648,820,482,775,544,35,686,538,-14,615,479,-15,555,420,-34,499,359,-38
1648,1649,820,482,775,544,35,686,538,-14,615,479,-15,555,420,-33,499,359,-38
1649,1650,820,482,776,543,35,687,538,-14,615,479,-12,555,420,-33,499,359,-35
1650,1651,820,482,777,542,34,689,538,-11,615,479,-11,555,421,-32,499,358,-38
1651,1652,820,482,778,542,33,690,538,-11,615,480,-10,555,421,-32,499,359,-35
1652,1653,820,482,780,541,32,691,538,-11,617,480,-11,554,420,-31,499,359,-35
1653,1654,820,482,780,540,31,691,539,-10,618,479,-12,554,420,-31,499,359,-35
1654,1655,820,482,781,539,30,691,538,-11,618,480,-14,554,420,-30,499,359,-35
1655,1656,820,482,782,538,30,691,538,-9,620,480,-16,554,421,-28,499,359,-34
1656,1657,820,482,783,538,29,691,538,-9,621,480,-16,554,421,-28,500,359,-31
1657,1658,820,482,784,538,30,691,538,-9,621,480,-18,555,420,-27,500,359,-31
1658,1659,820,482,784,537,27,691,538,-9,624,481,-21,554,421,-25,500,360,-29
1659,1660,820,482,785,537,28,691,538,-8,624,481,-22,554,421,-25,499,359,-30
1660,1661,820,482,786,536,30,691,539,-6,625,481,-24,554,421,-25,499,359,-28
